District,Total_Population,Total_Pop_Citizenship,US_Born_Citizen,US_Territory_Born_Citizen,US_Born_Abroad_Citizen,Naturalized_Citizen,Non_Citizen,Total_Pop_Birth,Native_Born,Foreign_Born,Total_Foreign_Born,Entered_2010_Later,Entered_2000_2009,Entered_Before_2000,Pop_5Years_Over,English_Only,Spanish_Speaker,Indo_European_Lang,Asian_Pacific_Lang,Other_Languages,White_Alone,Black_Alone,Native_American_Alone,Asian_Alone,Pacific_Islander_Alone,Other_Race_Alone,Two_Or_More_Races,Hispanic_Latino,Total_Male,Male_Under_5,Male_5_9,Male_10_14,Male_15_17,Male_18_19,Male_20,Male_21,Male_22_24,Male_25_29,Male_30_34,Male_35_39,Male_40_44,Male_45_49,Male_50_54,Male_55_59,Male_60_61,Male_62_64,Male_65_66,Male_67_69,Male_70_74,Male_75_79,Male_80_84,Male_85_Over,Total_Female,Female_Under_5,Female_5_9,Female_10_14,Female_15_17,Female_18_19,Female_20,Female_21,Female_22_24,Female_25_29,Female_30_34,Female_35_39,Female_40_44,Female_45_49,Female_50_54,Female_55_59,Female_60_61,Female_62_64,Female_65_66,Female_67_69,Female_70_74,Female_75_79,Female_80_84,Female_85_Over,Median_Household_Income,Total_Households_Income,Income_Less_10000,Income_10000_14999,Income_15000_19999,Income_20000_24999,Income_25000_29999,Income_30000_34999,Income_35000_39999,Income_40000_44999,Income_45000_49999,Income_50000_59999,Income_60000_74999,Income_75000_99999,Income_100000_124999,Income_125000_149999,Income_150000_199999,Income_200000_Plus,Total_Pop_Poverty,Below_Poverty_Level,Pop_25_Over,No_Schooling,Nursery_School,Kindergarten,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12_No_Diploma,High_School_Diploma,GED,Some_College_Less_1yr,Some_College_1yr_Plus,Associates_Degree,Bachelors_Degree,Masters_Degree,Professional_Degree,Doctorate_Degree,Total_Households,Family_Households,Married_Couple_Family,Other_Family,Nonfamily_Households,Living_Alone,Not_Living_Alone,In_Labor_Force,Civilian_Labor_Force,Employed,Unemployed,Total_Housing_Units,Owner_Occupied,Renter_Occupied,Workers_16_Over,Commute_Car,Commute_Public_Transit,Commute_Bicycle,Commute_Walk,Work_From_Home,Total_Households_Internet,Has_Internet,No_Internet,Year,Dist_clean,D,R,Winner,Total
2,713917.0,713917.0,656293.0,1506.0,2766.0,27168.0,26184.0,713917.0,660565.0,53352.0,57624.0,5679.0,13559.0,7156.0,,,,,,,264797.0,406653.0,621.0,5436.0,165.0,23507.0,12738.0,99610.0,334166.0,22777.0,22210.0,25935.0,15046.0,9939.0,6496.0,5786.0,16761.0,20565.0,18774.0,19482.0,20987.0,20350.0,22510.0,22596.0,8321.0,11213.0,6732.0,8760.0,11984.0,7744.0,4690.0,4508.0,379751.0,22170.0,24763.0,23591.0,17201.0,10246.0,5612.0,5313.0,16476.0,24040.0,19694.0,23385.0,23099.0,25316.0,26674.0,26145.0,10761.0,13573.0,10076.0,11651.0,13017.0,10471.0,8023.0,8454.0,48417.0,263915.0,29899.0,13922.0,14746.0,15498.0,12919.0,13629.0,11233.0,12494.0,11162.0,22859.0,26427.0,32147.0,20356.0,11450.0,9448.0,5726.0,703137.0,134525.0,463595.0,5479.0,0.0,229.0,175.0,344.0,1169.0,1497.0,1683.0,5447.0,559.0,5919.0,6631.0,8655.0,11604.0,11566.0,109979.0,17926.0,32721.0,96315.0,37504.0,66729.0,32674.0,5300.0,3490.0,263915.0,166338.0,92612.0,73726.0,17456.0,56270.0,97577.0,353687.0,353591.0,307815.0,45776.0,263915.0,161062.0,102853.0,300249.0,235508.0,41666.0,198.0,5034.0,12894.0,263915.0,209217.0,49659.0,2016,2,236726.0,58024.0,D,303622.0
3,720930.0,720930.0,560901.0,2917.0,5797.0,79672.0,71643.0,720930.0,569615.0,151315.0,160029.0,15417.0,37112.0,19795.0,,,,,,,529893.0,38014.0,2277.0,30281.0,170.0,104678.0,15617.0,238646.0,361574.0,21776.0,25887.0,27954.0,15848.0,9940.0,5068.0,3713.0,14523.0,25699.0,24634.0,23628.0,22010.0,26184.0,24864.0,25517.0,10666.0,12162.0,6623.0,9919.0,10486.0,5244.0,5574.0,3655.0,359356.0,22281.0,22520.0,26856.0,11703.0,8139.0,3276.0,3872.0,15310.0,23660.0,22143.0,23414.0,21018.0,23004.0,27210.0,23749.0,10834.0,13846.0,8230.0,10708.0,13550.0,9229.0,7332.0,7472.0,66270.0,244418.0,12548.0,8043.0,10306.0,11238.0,11300.0,12118.0,12151.0,10174.0,7081.0,15782.0,27111.0,34695.0,23131.0,15957.0,17701.0,15082.0,709207.0,73063.0,482264.0,9723.0,89.0,50.0,327.0,936.0,1578.0,891.0,1622.0,9284.0,2615.0,8447.0,5894.0,7847.0,8364.0,10670.0,130205.0,16463.0,29183.0,71049.0,37157.0,87308.0,32533.0,7010.0,3019.0,244418.0,171013.0,128456.0,42557.0,14630.0,27927.0,73405.0,364737.0,364688.0,338513.0,26175.0,244418.0,179263.0,65155.0,329230.0,273158.0,36243.0,1647.0,7942.0,7724.0,244418.0,205944.0,32615.0,2016,3,157383.0,113779.0,D,284970.0
4,695098.0,695098.0,438547.0,18146.0,5608.0,90759.0,142038.0,695098.0,462301.0,232797.0,256551.0,25018.0,53115.0,49410.0,,,,,,,385144.0,26083.0,4398.0,25740.0,290.0,235506.0,17937.0,487383.0,352478.0,27202.0,25852.0,23430.0,14333.0,8890.0,4271.0,5162.0,15148.0,33815.0,29849.0,30759.0,24529.0,23876.0,20736.0,19227.0,7721.0,7972.0,4621.0,5663.0,8545.0,5206.0,3296.0,2375.0,342620.0,22484.0,23454.0,24242.0,16080.0,8361.0,3684.0,4723.0,16145.0,31434.0,29317.0,28195.0,22029.0,21905.0,19862.0,19346.0,6725.0,8752.0,5858.0,7343.0,8183.0,5699.0,4032.0,4767.0,51383.0,223350.0,12557.0,11511.0,11612.0,12831.0,10624.0,12050.0,15012.0,11430.0,9929.0,19098.0,20420.0,29235.0,17705.0,10359.0,10267.0,8710.0,690682.0,114251.0,451637.0,14891.0,216.0,178.0,664.0,4323.0,2058.0,3243.0,3040.0,31503.0,2663.0,14249.0,9505.0,10478.0,10539.0,13915.0,107822.0,16800.0,16113.0,53143.0,25635.0,75181.0,27630.0,5388.0,2460.0,223350.0,152761.0,99615.0,53146.0,16254.0,36892.0,70589.0,370848.0,370765.0,346780.0,23985.0,223350.0,101920.0,121430.0,339911.0,240653.0,66478.0,7681.0,10696.0,10078.0,223350.0,173296.0,38906.0,2016,4,172374.0,27807.0,D,310159.0
5,723373.0,723373.0,549170.0,6107.0,8644.0,90101.0,69351.0,723373.0,563921.0,159452.0,174203.0,29342.0,34408.0,15602.0,677059.0,446772.0,99935.0,3971.0,46.0,6665.0,593685.0,18194.0,1552.0,50171.0,406.0,34357.0,25008.0,139326.0,356625.0,24219.0,19303.0,18107.0,8156.0,6335.0,4621.0,5090.0,18109.0,39944.0,38166.0,31535.0,22528.0,23587.0,20348.0,20936.0,7256.0,9675.0,4737.0,8744.0,10205.0,5833.0,4583.0,4608.0,366748.0,22095.0,18136.0,15116.0,8358.0,6476.0,4663.0,3814.0,18537.0,44830.0,37694.0,28185.0,23373.0,22922.0,20302.0,19655.0,8684.0,12052.0,6938.0,9674.0,11247.0,8423.0,5775.0,9799.0,80269.0,297889.0,14890.0,8658.0,9194.0,11047.0,9180.0,10959.0,9311.0,9167.0,10842.0,20849.0,26633.0,39049.0,32726.0,17874.0,27942.0,39568.0,713243.0,58849.0,522238.0,7215.0,0.0,34.0,181.0,121.0,1267.0,502.0,1320.0,5359.0,963.0,6116.0,2319.0,3639.0,3415.0,8071.0,80496.0,10478.0,18221.0,56643.0,30279.0,174745.0,78361.0,24523.0,7970.0,297889.0,155918.0,123734.0,32184.0,11135.0,21049.0,141971.0,440619.0,440426.0,424109.0,16317.0,297889.0,163072.0,134817.0,417034.0,244617.0,118756.0,6441.0,16892.0,23862.0,297889.0,255767.0,34983.0,2016,5,229937.0,78069.0,D,284970.0
6,722323.0,722323.0,609513.0,1256.0,5301.0,67738.0,38515.0,722323.0,616070.0,106253.0,112810.0,16689.0,25783.0,6727.0,681982.0,547200.0,43776.0,2176.0,77.0,1699.0,599312.0,19108.0,684.0,65830.0,193.0,16399.0,20797.0,67177.0,353209.0,21133.0,20983.0,23904.0,17024.0,9149.0,4576.0,4117.0,12851.0,20512.0,23520.0,22772.0,20614.0,25984.0,28172.0,28139.0,10497.0,12657.0,6582.0,9940.0,12038.0,7127.0,5743.0,5175.0,369114.0,19208.0,23440.0,25048.0,16817.0,8797.0,4397.0,3460.0,12887.0,18612.0,22787.0,21497.0,19279.0,26278.0,32645.0,29410.0,11708.0,13707.0,8338.0,11728.0,14283.0,8021.0,7089.0,9678.0,97387.0,262303.0,8717.0,5502.0,6277.0,6251.0,6846.0,9065.0,7985.0,9511.0,6901.0,14132.0,19950.0,33244.0,34187.0,22385.0,27784.0,43566.0,712132.0,33780.0,494532.0,4172.0,110.0,33.0,44.0,0.0,514.0,140.0,1217.0,1389.0,637.0,2234.0,2287.0,3630.0,3059.0,5587.0,70869.0,9022.0,29475.0,65563.0,36461.0,160506.0,73203.0,16697.0,7683.0,262303.0,186300.0,158258.0,28042.0,7474.0,20568.0,76003.0,398397.0,398207.0,382811.0,15396.0,262303.0,204599.0,57704.0,375732.0,311509.0,24958.0,1616.0,5142.0,29878.0,262303.0,241239.0,17583.0,2016,6,177578.0,152909.0,D,353766.0
7,723481.0,723481.0,614174.0,4412.0,5140.0,40807.0,58948.0,723481.0,623726.0,99755.0,109307.0,24111.0,27911.0,10297.0,,,,,,,256647.0,341264.0,1315.0,53760.0,650.0,53663.0,16182.0,119971.0,343743.0,22064.0,20499.0,18224.0,12630.0,9704.0,5221.0,5326.0,17593.0,36337.0,35172.0,24344.0,21746.0,21506.0,19451.0,19083.0,7821.0,10395.0,6158.0,8715.0,8853.0,5783.0,3926.0,3192.0,379738.0,22066.0,19313.0,19933.0,11027.0,8565.0,4242.0,5865.0,20106.0,37543.0,37051.0,26981.0,25792.0,25008.0,19650.0,24893.0,9584.0,11518.0,7374.0,9339.0,12686.0,9814.0,6306.0,5082.0,54147.0,295886.0,37093.0,16369.0,16380.0,16091.0,12172.0,11653.0,8347.0,10125.0,8939.0,19226.0,23147.0,29283.0,23154.0,15823.0,20781.0,27303.0,696266.0,156424.0,501103.0,5954.0,0.0,136.0,367.0,1090.0,808.0,1088.0,1353.0,6427.0,1683.0,7372.0,6706.0,11253.0,15894.0,8935.0,103403.0,14575.0,20927.0,65458.0,23844.0,112564.0,59880.0,20950.0,10436.0,295886.0,148364.0,80586.0,67778.0,12810.0,54968.0,147522.0,383258.0,383023.0,347246.0,35777.0,295886.0,118090.0,177796.0,340757.0,178967.0,80340.0,4503.0,45937.0,20673.0,295886.0,221876.0,55884.0,2016,7,271100.0,10479.0,D,310159.0
8,717789.0,717789.0,506357.0,3580.0,5585.0,94746.0,107521.0,717789.0,515522.0,202267.0,211432.0,34069.0,55767.0,28979.0,672198.0,380057.0,160367.0,1431.0,0.0,5298.0,465992.0,33339.0,2737.0,92202.0,169.0,102625.0,20725.0,210817.0,362008.0,23180.0,28083.0,22821.0,15504.0,8386.0,3724.0,4983.0,14025.0,27105.0,25704.0,26025.0,27017.0,24809.0,25062.0,24223.0,8186.0,12826.0,7339.0,8349.0,10002.0,5823.0,5020.0,3812.0,355781.0,22411.0,24297.0,22667.0,14613.0,7268.0,3135.0,3217.0,11705.0,24590.0,26311.0,26732.0,25223.0,22821.0,24525.0,21604.0,10140.0,13815.0,6644.0,8787.0,12257.0,8737.0,6862.0,7420.0,67745.0,253677.0,11806.0,7352.0,8817.0,10151.0,10222.0,11911.0,9868.0,10462.0,8101.0,22017.0,27203.0,38934.0,29603.0,16784.0,17680.0,12766.0,712250.0,80916.0,487770.0,8628.0,208.0,111.0,351.0,444.0,2457.0,1764.0,2669.0,10834.0,1720.0,10403.0,5543.0,6271.0,7290.0,9777.0,114277.0,12781.0,28223.0,71370.0,33721.0,106702.0,43001.0,6147.0,3078.0,253677.0,175620.0,129832.0,45788.0,14230.0,31558.0,78057.0,393589.0,393346.0,373713.0,19633.0,253677.0,167872.0,85805.0,367188.0,328039.0,12576.0,1042.0,5714.0,14813.0,253677.0,220221.0,28406.0,2016,8,148233.0,92926.0,D,255064.0
9,724071.0,724071.0,531212.0,2437.0,7107.0,108958.0,74357.0,724071.0,540756.0,183315.0,192859.0,35926.0,45063.0,14155.0,681931.0,443010.0,61439.0,4702.0,1402.0,4034.0,514493.0,72697.0,2369.0,93906.0,213.0,17837.0,22556.0,78549.0,350566.0,20904.0,22525.0,21099.0,13890.0,7897.0,2891.0,3659.0,12180.0,24371.0,25746.0,22530.0,25690.0,22425.0,26622.0,24750.0,9132.0,13029.0,7158.0,10351.0,11562.0,8917.0,6220.0,7018.0,373505.0,21236.0,21030.0,20394.0,14526.0,9921.0,3986.0,3734.0,12300.0,24292.0,25669.0,25673.0,23930.0,22197.0,24204.0,25885.0,10961.0,14331.0,8888.0,9686.0,13827.0,10817.0,10161.0,15857.0,67084.0,286837.0,21391.0,12669.0,11776.0,11930.0,11503.0,9851.0,9856.0,11648.0,10122.0,19992.0,25075.0,32126.0,26480.0,15816.0,24018.0,32584.0,704366.0,86078.0,511899.0,6509.0,61.0,364.0,54.0,522.0,976.0,1029.0,1991.0,3904.0,1100.0,5052.0,3676.0,5664.0,6157.0,9320.0,71416.0,10237.0,20687.0,62364.0,28623.0,156475.0,80158.0,21649.0,13911.0,286837.0,167710.0,132405.0,35305.0,10395.0,24910.0,119127.0,374355.0,374147.0,358829.0,15318.0,286837.0,169991.0,116846.0,354120.0,233579.0,72270.0,5538.0,14072.0,23091.0,286837.0,239621.0,34766.0,2016,9,238096.0,84456.0,D,339587.0
1,706292.0,,,,,,,,,51559.0,,,,,,,,,,,248615.0,362428.0,,8476.0,,,,69217.0,330545.0,,,,,,,,,,,,,,,,,,,,,,,,375747.0,,,,,,,,,,,,,,,,,,,,,,,,54892.0,,,,,,,,,,,,,,,,,,,111594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643432.0,,,62860.0,,411082.0,,,,129957.0,,,,,,,2020,1,246954.0,85028.0,D,336837.0
2,706293.0,,,,,,,,,57210.0,,,,,,,,,,,221776.0,382831.0,,12713.0,,,,74161.0,333410.0,,,,,,,,,,,,,,,,,,,,,,,,372883.0,,,,,,,,,,,,,,,,,,,,,,,,52784.0,,,,,,,,,,,,,,,,,,,114420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641314.0,,,64979.0,,438607.0,,,,107356.0,,,,,,,2020,2,236640.0,65329.0,D,306049.0
3,706292.0,,,,,,,,,135608.0,,,,,,,,,,,341139.0,33902.0,,22601.0,,,,297347.0,345176.0,,,,,,,,,,,,,,,,,,,,,,,,361116.0,,,,,,,,,,,,,,,,,,,,,,,,65892.0,,,,,,,,,,,,,,,,,,,79105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658264.0,,,48028.0,,483104.0,,,,118657.0,,,,,,,2020,3,175934.0,138158.0,D,319385.0
4,706293.0,,,,,,,,,228919.0,,,,,,,,,,,180811.0,36727.0,,19776.0,,,,460463.0,351834.0,,,,,,,,,,,,,,,,,,,,,,,,354459.0,,,,,,,,,,,,,,,,,,,,,,,,48924.0,,,,,,,,,,,,,,,,,,,129958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650496.0,,,55797.0,,312261.0,,,,170923.0,,,,,,,2020,4,184645.0,43989.0,D,233368.0
5,706293.0,,,,,,,,,150440.0,,,,,,,,,,,471844.0,27545.0,,62860.0,,,,128546.0,343078.0,,,,,,,,,,,,,,,,,,,,,,,,363215.0,,,,,,,,,,,,,,,,,,,,,,,,82841.0,,,,,,,,,,,,,,,,,,,62860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672391.0,,,33902.0,,394051.0,,,,200607.0,,,,,,,2020,5,267680.0,101619.0,D,376477.0
6,706292.0,,,,,,,,,133489.0,,,,,,,,,,,509237.0,36021.0,,86168.0,,,,59328.0,347616.0,,,,,,,,,,,,,,,,,,,,,,,,358676.0,,,,,,,,,,,,,,,,,,,,,,,,98248.0,,,,,,,,,,,,,,,,,,,43790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676628.0,,,29664.0,,553933.0,,,,87580.0,,,,,,,2020,6,226804.0,176221.0,D,411827.0
7,706293.0,,,,,,,,,110888.0,,,,,,,,,,,200607.0,365880.0,,33902.0,,,,93230.0,336276.0,,,,,,,,,,,,,,,,,,,,,,,,370017.0,,,,,,,,,,,,,,,,,,,,,,,,58924.0,,,,,,,,,,,,,,,,,,,135608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637076.0,,,69217.0,,291033.0,,,,231744.0,,,,,,,2020,7,274291.0,41975.0,D,233368.0
8,706292.0,,,,,,,,,175160.0,,,,,,,,,,,382830.0,48028.0,,112307.0,,,,151147.0,346809.0,,,,,,,,,,,,,,,,,,,,,,,,359483.0,,,,,,,,,,,,,,,,,,,,,,,,78942.0,,,,,,,,,,,,,,,,,,,59328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669565.0,,,36727.0,,509237.0,,,,79105.0,,,,,,,2020,8,171840.0,115348.0,D,292689.0
9,706293.0,,,,,,,,,163144.0,,,,,,,,,,,450615.0,57916.0,,72042.0,,,,112300.0,341847.0,,,,,,,,,,,,,,,,,,,,,,,,364446.0,,,,,,,,,,,,,,,,,,,,,,,,76842.0,,,,,,,,,,,,,,,,,,,69217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668153.0,,,38140.0,,412475.0,,,,175161.0,,,,,,,2020,9,269568.0,107388.0,D,383336.0
10,706292.0,,,,,,,,,139846.0,,,,,,,,,,,433483.0,62860.0,,66371.0,,,,128546.0,344671.0,,,,,,,,,,,,,,,,,,,,,,,,361621.0,,,,,,,,,,,,,,,,,,,,,,,,89421.0,,,,,,,,,,,,,,,,,,,55091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671677.0,,,34615.0,,502880.0,,,,59328.0,,,,,,,2020,10,207379.0,110582.0,D,323648.0
11,706293.0,,,,,,,,,94643.0,,,,,,,,,,,453500.0,87580.0,,34608.0,,,,118657.0,348122.0,,,,,,,,,,,,,,,,,,,,,,,,358171.0,,,,,,,,,,,,,,,,,,,,,,,,72842.0,,,,,,,,,,,,,,,,,,,64979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665328.0,,,40965.0,,528507.0,,,,29664.0,,,,,,,2020,11,195555.0,115078.0,D,316880.0
12,706292.0,,,,,,,,,19776.0,,,,,,,,,,,557224.0,100293.0,,8476.0,,,,26839.0,346809.0,,,,,,,,,,,,,,,,,,,,,,,,359483.0,,,,,,,,,,,,,,,,,,,,,,,,54892.0,,,,,,,,,,,,,,,,,,,100293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658264.0,,,48028.0,,504352.0,,,,8476.0,,,,,,,2020,12,137911.0,184811.0,R,329203.0
13,706293.0,,,,,,,,,29664.0,,,,,,,,,,,535570.0,92524.0,,26839.0,,,,36727.0,344671.0,,,,,,,,,,,,,,,,,,,,,,,,361622.0,,,,,,,,,,,,,,,,,,,,,,,,58924.0,,,,,,,,,,,,,,,,,,,90422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662503.0,,,43790.0,,486756.0,,,,12713.0,,,,,,,2020,13,158871.0,170480.0,R,337669.0
14,706292.0,,,,,,,,,83342.0,,,,,,,,,,,502880.0,55091.0,,27545.0,,,,108769.0,348808.0,,,,,,,,,,,,,,,,,,,,,,,,357484.0,,,,,,,,,,,,,,,,,,,,,,,,82842.0,,,,,,,,,,,,,,,,,,,59328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670271.0,,,36021.0,,552300.0,,,,24014.0,,,,,,,2020,14,195286.0,203744.0,D,407458.0
15,706293.0,,,,,,,,,14832.0,,,,,,,,,,,594679.0,62860.0,,9888.0,,,,22601.0,350481.0,,,,,,,,,,,,,,,,,,,,,,,,355812.0,,,,,,,,,,,,,,,,,,,,,,,,52842.0,,,,,,,,,,,,,,,,,,,97462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661090.0,,,45203.0,,511436.0,,,,5650.0,,,,,,,2020,15,88670.0,246927.0,R,341919.0
16,706292.0,,,,,,,,,33902.0,,,,,,,,,,,579826.0,36727.0,,12713.0,,,,62860.0,351833.0,,,,,,,,,,,,,,,,,,,,,,,,354459.0,,,,,,,,,,,,,,,,,,,,,,,,58924.0,,,,,,,,,,,,,,,,,,,79105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665327.0,,,40965.0,,528507.0,,,,8476.0,,,,,,,2020,16,140938.0,197197.0,R,345612.0
17,706293.0,,,,,,,,,27545.0,,,,,,,,,,,542433.0,79105.0,,14832.0,,,,55091.0,347456.0,,,,,,,,,,,,,,,,,,,,,,,,358837.0,,,,,,,,,,,,,,,,,,,,,,,,54892.0,,,,,,,,,,,,,,,,,,,87580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662503.0,,,43790.0,,493133.0,,,,9888.0,,,,,,,2020,17,146349.0,151009.0,R,303081.0
